Reporter Name,Partner Name,Trade Flow,Product Group,Indicator,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
 World,Iraq,Export,  All Products,Export (US$ Thousand),317188.79,304881.723,380983.739,521519.687,287920.409,783792.092,1341904.56,1682594.329,4357673.302,7428876.193,8037988.859,6683544.741,14433026.92,14416274.9,15461116.07,15706184.22,23774653,30487194.12,38054337.63,42314722.92,50469729.93,58128689.28,60425672.06,52070393.27,46664861.75,54920161.63,58913399.79,61313530.14,56073327.96,66028649.38,71899193.05
 World,Israel,Export,  All Products,Export (US$ Thousand),10251546.64,12788009.99,17770326.44,23398635.55,25364317.05,25475709.31,25573407.17,28780001.28,47519269.62,43067955.69,42284069.09,43915539.27,54084826.25,58346051.82,62681222.58,76131441.13,84461497.12,60931621.73,75559205.01,91719531.29,89981807.71,90521934.79,93803898.08,84774129.88,89565995.05,92136944.43,97846695.07,96928264.92,89022961.94,116120208.7,129512064.3
 World,Japan,Export,  All Products,Export (US$ Thousand),145565901.5,163641530.4,204974128.1,252487191.9,268342184.4,267844505,224903388.6,256156543.7,345769040.9,329962506.3,332385174.7,372990073.1,437301814.3,494430389.9,547852604.6,722211726.2,649136744,476823311.1,595759236.2,721276619,736269693.3,709423612.7,707738514.3,595709389.1,570919115.2,612186202.9,668788231.7,657027240.4,595593559.6,705252551.5,757280750.8
 World,South Korea,Export,  All Products,Export (US$ Thousand),53097763.3,60126474.85,79132687.08,104385549.7,111637782.7,108350433.9,68886893.82,94324379.53,142094700.4,127517563.9,143272026.8,163599516.5,203628617,228495537.9,270477927.9,363997429.6,369536328,292247289.6,382775941.4,457493274.3,461179151,466442817.1,485024851.9,432898258.9,413716774.9,475740020.9,510528064.4,484769296.1,467034158.4,596225850.2,632704437.8
 World,Myanmar,Export,  All Products,Export (US$ Thousand),907228.138,1282789.365,1603550.718,2452615.038,2697760.361,2978158.482,2438990.082,2275238.894,2846939.902,2522091.357,2745719.356,2970949.235,3392456.816,3298558.25,3604249.788,5257591.066,6460411.268,6525595.406,9199944.418,12727020.42,15889720.79,19371503.93,23079599.53,23281779.7,22601990.58,23884328.39,26247897.42,27702537.41,26881614.59,23673789.07,29418581.67
 World,Pakistan,Export,  All Products,Export (US$ Thousand),5937540.291,6915344.741,7049253.318,8652727.763,8699114.439,7893289.242,6847856.216,6492276.733,9158437.832,9240384.11,11195894.86,13959905.37,20246342.66,25372658.13,29456707.26,32833270.07,35356780.84,30406800.06,35013912.81,38275584.24,38427158.54,40182538.82,44990482.01,46729001.81,51570207.82,59969289.21,60317792.16,54098554.15,50095406.49,74025553.79,67680588.84
 World,Qatar,Export,  All Products,Export (US$ Thousand),1104251.858,1306650.193,1553056.724,2467200.7,2334111.125,3494976.665,3084787.276,1967515.699,3858423.971,5126919.002,5834682.652,7841631.529,11442903.24,13468669.31,21756238.79,30336204.83,37788970.54,31128358.8,27283793.53,27373665.44,32568298.29,34305092.41,43741525.76,43170534.82,39942457.34,40307030.84,43665673.35,47809970.22,35975362.26,39366697.2,48641971.04
 World,Saudi Arabia,Export,  All Products,Export (US$ Thousand),23079469.85,24897176.82,26117920.34,27256706.39,29570735.42,35546492.65,37240383.64,30545618.31,42759449.42,45265304.09,48749497.83,55563300.7,59691866.07,71772234.32,85575546.29,108809228.5,133428235.7,111384142.4,126826666.4,154734039.8,188459387.5,201476493.2,207075994.8,205018140.3,161075607.7,163720580.4,163030915.7,172262160.3,161006399.6,174445063.3,204162532.8
 World,Turkiye,Export,  All Products,Export (US$ Thousand),11892398.08,17062453.82,16408205.48,26227015.55,34995394.65,41291023.58,39776520.91,34206387.09,77529858.95,55355741.69,69551510.76,95422771.4,134520683.7,154130957.9,179790572.9,276904023.6,251382277.3,183262689,235946853.5,297902681.8,288071318,312231070.4,303070053,262013390.9,258300920.2,301623944.4,291645773.8,268738070.1,270268097.1,334216576.8,353913252.7
 World,UAE,Export,  All Products,Export (US$ Thousand),12347605.72,15986667.89,19495895.95,23010016.96,24464146.33,27372654.95,29708695.27,29067646.98,45908644.4,51259294.22,58964477.42,73855064.62,92871759.93,124909322,142600473,386115236.6,231508282.8,184980027.5,203689579,250852059.8,270072266.8,331264493,310370745.5,290657399.7,278576154.9,272360839,257005451.6,252150855.8,209976104.2,275802553.1,295547455.4
 World,Viet Nam,Export,  All Products,Export (US$ Thousand),1884406.601,4040925.317,5715528.945,8171156.364,10236953.63,11382370.53,10723053.84,10900779.19,15101759.88,16281059.78,19738791.65,25452582.53,32986121.27,36923504.54,46208119.55,65880890.76,81463098.42,76739205.75,98160708.03,123303500.8,132641681.5,164172268.5,186939719.2,202370856.2,211527258.7,251046148.2,273304603.1,286547034.8,293982281.4,356414936.6,378824359.7
 World,United States,Export,  All Products,Export (US$ Thousand),390763758.8,489304804.1,609156336.1,689977545.8,745944099.5,833725019.5,874753848.1,975855305.2,1361483773,1279278599,1333072284,1438970824,1661886123,1832995741,2062222046,2306059423,2267397621,1709077103,2059228514,2351403298,2422179292,2443813557,2574421673,2496037385,2438718196,2618022500,2866351619,2874367640,2703695387,3284071797,3651286061
China, World,,,TII,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
China,Afghanistan,,,TII,2.340730279,2.983375761,2.980759051,3.290200621,2.274545007,2.23282312,2.043127754,1.273694086,0.861415097,0.899720095,0.414087853,0.257413237,0.38568674,0.193874473,0.321712411,0.900500354,0.286456744,0.288602036,0.149257457,0.159720422,0.371206681,0.246200643,0.326216401,0.290977672,0.389214591,0.406841343,0.502379691,0.539217479,0.414304099,0.446291734,0.645952394
China,Bangladesh,,,TII,2.60018754,2.082919358,2.86315225,3.654373273,4.128202903,3.45953683,3.042660179,3.370239511,3.368549444,3.074180721,3.164549152,2.812036397,2.940092613,2.878128315,2.954317481,1.34487869,2.736821752,2.548134227,2.507110176,2.378216231,2.32204528,2.437273706,2.398484822,2.510338704,2.606638469,2.407913261,2.452216314,2.318055913,2.135832011,2.160329054,2.134127965
China,Belarus,,,TII,0.795761553,0.816620827,0.234448738,0.143858399,0.048941321,0.060496246,0.024828348,0.02552829,0.12737598,0.024258856,0.035498778,0.046716823,0.05975267,0.06262712,0.113846563,0.186393267,0.096747139,0.097710346,0.214348107,0.150001325,0.195327932,0.187599853,0.2418172,0.214810265,0.314246032,0.213137828,0.231935176,0.353276534,0.430048246,0.42723943,1.197804409
China,China,,,TII,7.81066E-07,3.2164E-07,2.73662E-07,2.26999E-07,2.18367E-07,1.80568E-07,1.9202E-07,1.78711E-07,1.24489E-07,1.06424E-07,7.65116E-08,4.73011E-08,3.24085E-08,2.43985E-08,1.84371E-08,1.8892E-08,1.20814E-08,1.17147E-08,7.94558E-09,6.54446E-09,6.0191E-09,5.40279E-09,5.07883E-09,5.18451E-09,5.50136E-09,4.78863E-09,4.30144E-09,4.2612E-09,3.82605E-09,2.99529E-09,3.20605E-09
China,Egypt,,,TII,0.632800099,0.682590124,0.719138403,0.960791366,0.842100642,0.754866991,0.867605401,1.088260887,0.897218268,0.933443552,0.847243216,0.734591969,0.745042669,0.782214231,0.943364872,1.762836127,0.981957085,0.874355535,0.813835597,0.953462751,0.928153633,0.9401763,0.947274971,1.053424317,1.00519832,0.918600578,1.067752782,1.056532829,1.120993049,1.087233601,1.212689692
China,India,,,TII,0.440811893,0.557814965,0.929567385,0.848242879,0.751461881,0.873859846,0.934546034,0.879076733,0.769242481,0.904164254,0.995454016,0.845830523,1.009037532,1.021099581,1.185727914,2.2593099,1.347357859,1.34040855,1.335393364,1.354470243,1.143463362,1.215571195,1.257026586,1.333235974,1.466169951,1.447466391,1.483026152,1.486261718,1.503583717,1.395772464,1.525952765
China,Iran,,,TII,0.714101858,1.178717793,0.98384899,0.98620514,1.198521352,1.194777073,1.728600323,1.730211996,1.065342775,0.976429494,1.104640005,1.155811212,0.889618648,0.902454263,1.101896947,2.468984979,1.331963962,1.328249666,1.497398308,1.760678036,1.436180886,2.025740168,2.833152266,2.259804827,2.114952234,2.016479885,1.89844484,1.925036024,2.022222564,1.566883007,1.748474533
China,Iraq,,,TII,0.060723587,0.493150555,0.12660017,0.017966515,0.118866253,2.182816135,2.236119792,2.466984045,2.131352423,1.370176884,1.183459844,0.162080255,0.178767778,0.427549435,0.438741377,1.249990068,0.661919833,0.695705381,0.999443234,0.955837132,0.951502102,1.120832838,1.134584517,1.211125045,1.358725963,1.299293827,1.14793414,1.278555191,1.456528602,1.147873137,1.390965838
China,Israel,,,TII,0.036034062,0.184383986,0.248321833,0.249751474,0.246030063,0.295995529,0.404995622,0.484191054,0.429320942,0.498260442,0.480840173,0.502049815,0.491877305,0.505884257,0.564356738,1.306707092,0.623970234,0.691602777,0.706273356,0.77720042,0.759290753,0.798170161,0.730418531,0.810373941,0.766664219,0.829142071,0.81107625,0.821904117,0.945235934,0.9490708,0.909742784
China,Japan,,,TII,2.321370881,2.97615818,3.270043936,3.548782087,3.807781249,3.448207083,3.780650086,3.549773342,3.418951025,3.510277977,3.293917697,3.078008148,2.900088652,2.565467196,2.309762713,3.827160615,2.214808798,2.369000368,2.152565268,2.173858129,2.013445224,1.999971782,1.868764144,1.815196306,1.902025068,1.9205678,1.881455737,1.806419353,1.790238792,1.707167128,1.632489225
China,South Korea,,,TII,1.31047991,1.468622108,1.728091373,2.016622503,2.222477906,2.443505926,2.601580601,2.322272143,2.255412502,2.530229403,2.450998538,2.373656738,2.356342045,2.320539072,2.273385,4.19857859,2.476817925,2.119104088,1.903334272,1.916724705,1.858666149,1.84707286,1.831401882,1.865567314,1.902687815,1.849223006,1.822869015,1.896756945,1.800792867,1.790025953,1.837469882
China,Myanmar,,,TII,8.265167916,7.812490119,7.149514521,7.928578321,6.390417541,5.552970343,6.045176035,5.012419554,4.948920911,5.082399582,5.966721615,5.920656864,4.772458288,4.280354877,4.626695074,8.757243136,3.789951345,3.997774673,4.002387132,4.006256486,3.491047906,3.580219615,3.593388242,3.305200816,3.043062,3.209283149,3.438645077,3.682115919,3.490229013,3.17936019,3.30877448
China,Pakistan,,,TII,2.687151243,3.356560892,2.668925482,2.868720717,2.369284242,2.532903746,2.191185724,2.508968639,2.077199105,2.273100515,2.50788189,2.567889289,2.101172136,2.040305832,1.987672213,4.809832601,2.118741709,2.092530839,2.099252014,2.33179434,2.360189689,2.591688718,2.606250934,2.805503971,2.807058359,2.606905537,2.402248196,2.476085301,2.292329056,2.365107714,2.438889729
China,Qatar,,,TII,0.217522345,0.256825668,0.208604647,0.121555891,0.306179608,0.12392141,0.15026465,0.397077525,0.229680898,0.158632621,0.191943783,0.152304764,0.156074506,0.228382302,0.277291113,0.555817608,0.351904084,0.323337689,0.332178056,0.463107536,0.361767437,0.471327294,0.456209189,0.420302574,0.318760802,0.357522134,0.486469236,0.417603871,0.546850966,0.717529124,0.586256007
China,Saudi Arabia,,,TII,0.556945632,0.717695953,0.743133805,0.847507888,0.836599863,0.697124509,0.689592711,0.866882766,0.759792255,0.771006387,0.775091688,0.74665702,0.80217898,0.804770171,0.815964497,1.951295642,1.004240011,0.929908735,0.865970754,1.014882071,0.957300474,0.879013249,0.879664554,0.840556696,0.972676268,0.961383862,0.91474441,1.148430767,1.304772029,1.223628379,1.330266289
China,Turkiye,,,TII,0.16766251,0.299768074,0.349354821,0.51688371,0.3843772,0.391156842,0.474996237,0.522115365,0.394572113,0.31381193,0.353951818,0.418229233,0.361835134,0.416814562,0.561021444,1.025377509,0.522334328,0.52462197,0.536226419,0.554261986,0.528952121,0.537159354,0.563947887,0.566263014,0.542676619,0.514637075,0.52192397,0.534115917,0.562917743,0.632278631,0.687474033
China,UAE,,,TII,1.272300817,1.373687175,1.377723385,1.50621164,1.456237973,1.378903728,1.24605052,1.393489121,1.284876676,1.195317774,1.322963547,1.317978719,1.270855834,1.055539917,1.104572168,1.199721296,1.264350668,1.162071356,1.104528297,1.130339278,1.070405653,0.953175676,1.113447692,1.015553142,0.90665836,0.903383787,0.987238141,1.097937448,1.150588514,1.142289304,1.302854942
China,Viet Nam,,,TII,1.632589445,2.097888877,1.855963282,2.774532604,2.721471004,2.751700843,2.749056479,2.480641272,2.8889393,2.84590689,2.460345577,2.416496674,2.228091418,2.308551734,2.230714257,4.889668588,2.298110708,2.45067625,2.493374549,2.495027135,2.52178059,2.796845948,3.018174374,2.60107959,2.42622493,2.443636641,2.626126299,2.829910177,2.8948827,2.794471017,2.773347489
China,United States,,,TII,0.636740079,1.070793616,1.095041518,1.128098593,1.184384771,1.139164273,1.244800796,1.20761028,1.087212333,1.095072769,1.187846968,1.243939657,1.299205227,1.344528415,1.364894615,2.738261771,1.380520904,1.493830273,1.46002976,1.461687284,1.422584641,1.427210335,1.365593001,1.309653719,1.328498689,1.407987955,1.430803485,1.208731798,1.251427508,1.265292563,1.140996508
United States, World,,,TII,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
United States,Afghanistan,,,TII,0.070994965,0.172179742,0.139900308,0.107938994,0.297350131,0.209931282,0.160192676,0.387406993,0.112560084,0.110773111,0.781722572,0.357592739,0.74132169,0.839299476,1.24926413,2.72471221,1.001496699,2.324826897,2.261728916,2.599581739,1.614137773,1.48041832,0.949793928,0.582950123,1.194094982,1.036884735,1.378513193,1.025658268,1.004949487,0.442366824,0.044261659
United States,Bangladesh,,,TII,0.432293714,0.496938549,0.426149149,0.478123065,0.321424436,0.342353531,0.395376128,0.372703473,0.285396859,0.360499358,0.375144347,0.287774884,0.324898491,0.323910018,0.29703639,0.192313132,0.30945687,0.283753358,0.262442144,0.446350483,0.196341399,0.249254039,0.327748226,0.25777824,0.23867972,0.342553792,0.429276706,0.473285553,0.47296824,0.401049402,0.390370031
United States,Belarus,,,TII,0.420932177,0.726636198,0.27206731,0.175888648,0.066483584,0.038814195,0.031543132,0.035109549,0.030734297,0.03531403,0.019605472,0.073691256,0.021816329,0.02276787,0.036717328,0.087434672,0.039622722,0.054385197,0.044282715,0.042666702,0.028731471,0.028655754,0.029404122,0.025720417,0.081280692,0.024297109,0.040189944,0.037320715,0.041364166,0.064672473,0.025071343
United States,China,,,TII,1.107815968,0.556643793,0.600243093,0.680602638,0.63436396,0.614722448,0.739579318,0.659616258,0.642206461,0.745071854,0.79535798,0.811364171,0.812429373,0.849857409,0.951315769,1.293456764,0.950155873,0.926847556,0.901509526,0.87305935,0.882156108,0.920847784,0.90832853,0.910957091,0.919388529,0.91007522,0.771639903,0.69059809,0.863323124,0.855865375,0.859515227
United States,Egypt,,,TII,2.12516316,1.864991362,1.727529568,1.664999218,1.588754884,1.657545363,1.247735,1.294112993,1.183960622,1.390648965,1.338581777,1.236054221,1.202563687,1.080513289,1.215647756,2.214011815,1.10956707,1.023524248,1.13628877,1.044657915,0.822919438,0.814717841,0.847609944,0.633802119,0.485415268,0.565810344,0.671742468,0.722047706,0.708658705,0.66132374,0.806534502
United States,India,,,TII,1.01141022,1.173058057,0.879853313,0.932313254,0.881531905,0.899639745,0.880191731,0.78921541,0.576102276,0.653973569,0.717991252,0.761798363,0.756182728,0.765315653,0.766710572,1.734347455,0.876390052,0.845832329,0.775569557,0.73974957,0.703072666,0.766532124,0.724444608,0.743539134,0.78574269,0.798889883,0.967513274,1.038851771,1.117558023,1.099403768,1.062173904
United States,Iran,,,TII,0.301995558,0.356029282,0.287536494,0.251146477,0.000253953,0.000731126,2.04584E-05,0.0353313,0.008011616,0.003242184,0.011848405,0.029862147,0.021582424,0.022171138,0.019484006,0.051240145,0.122684364,0.053753931,0.035228903,0.035633787,0.041235248,0.062269515,0.031402604,0.054192782,0.032119192,0.02160609,0.086576349,0.022315868,0.01564457,0.014455801,0.014685108
United States,Iraq,,,TII,0.008615996,0.080267571,0.015271484,0.003642682,0.077874845,0.80636202,0.614353916,0.044761718,0.021689736,0.058506657,0.041759052,0.541807475,0.745445179,1.217233198,1.246772746,2.849266644,1.216696353,0.763754944,0.564692112,0.768598123,0.527623265,0.460247796,0.446150608,0.456993968,0.329563882,0.275135685,0.284592937,0.262478916,0.18633013,0.1688215,0.164587766
United States,Israel,,,TII,2.183444122,2.10634414,2.066706179,1.920236184,1.900869432,1.814521228,2.114217679,2.110477454,1.474546663,1.632711047,1.764731533,1.833861583,2.129700544,2.131438891,2.257246823,4.860235665,2.33700371,2.060065723,1.955063058,2.062468998,2.056661244,2.008909029,2.058395543,1.927620825,1.789781009,1.708046024,1.789798995,1.867916118,1.549085299,1.527268728,1.369129616
United States,Japan,,,TII,1.80216893,1.784946849,1.913190933,2.044476581,2.018743972,1.890557073,1.993131539,1.77141224,1.698486852,1.637786424,1.643746197,1.629199352,1.538859458,1.412423158,1.404950216,2.466040209,1.397398971,1.40812098,1.327466954,1.235899977,1.232182852,1.216443932,1.208841749,1.26516265,1.345368,1.384595626,1.437096101,1.430874957,1.456572975,1.470320974,1.321139789
United States,South Korea,,,TII,1.513745906,1.497490787,1.671402916,1.955692071,1.910569993,1.784229285,1.859189823,1.920651676,1.771713161,1.636203621,1.673356767,1.719398787,1.615520989,1.541101494,1.548408632,2.709647614,1.283394094,1.28567179,1.326414828,1.287159893,1.188718762,1.182634505,1.17383763,1.211326056,1.240580121,1.274675011,1.414065842,1.478033798,1.484266764,1.525937992,1.407296023
United States,Myanmar,,,TII,0.024039056,0.058839141,0.050169295,0.052740081,0.09556052,0.051812655,0.101027377,0.030224795,0.054475064,0.042692086,0.039220927,0.026998968,0.043324014,0.021156663,0.027000918,0.047083942,0.022684702,0.014013184,0.013719762,0.052112089,0.053662711,0.099619332,0.051508704,0.117757374,0.105128897,0.110947664,0.127145139,0.156832599,0.170416698,0.12564659,0.05530322
United States,Pakistan,,,TII,0.811325252,0.714006137,0.748343998,0.867501452,1.177847598,1.20563888,0.82129556,0.518530785,0.456574685,0.551038686,0.657708075,0.705414482,1.042448041,0.630024771,0.87156326,1.7616358,0.768071206,0.701074627,0.710099544,0.703998269,0.51624932,0.541996877,0.430294713,0.474626195,0.496379478,0.587290377,0.603416445,0.610302977,0.790711088,0.662647816,0.584898159
United States,Qatar,,,TII,0.940866725,0.775791166,0.765191268,0.727184874,0.7118515,0.794286725,0.888962684,0.582595823,0.448043344,0.61622932,0.571414743,0.607255253,0.499354946,0.935582406,0.789408951,2.587762498,1.109394724,1.146445355,1.514649259,1.389228789,1.42429032,1.912655039,1.514192764,1.18054773,1.497992245,0.972028653,1.295648205,1.701311478,1.285103322,0.909229858,0.934044617
United States,Saudi Arabia,,,TII,1.705220847,1.631458645,1.688315414,1.793361436,1.979470459,1.833526986,2.188638173,2.042088582,1.318860923,1.238042074,1.041437168,0.96650697,1.106298172,1.211000439,1.177431616,2.71633933,1.274244543,1.272506206,1.186474006,1.219217689,1.235680895,1.245304734,1.156436556,1.162094166,1.356684475,1.252894748,1.065900296,1.044647172,0.93966484,0.883226622,0.705711056
United States,Turkiye,,,TII,1.261083278,1.226297935,1.231150298,0.835316288,0.661717114,0.661088351,0.683854563,0.737848936,0.434055679,0.52587829,0.475311313,0.355152746,0.313987908,0.351250565,0.41123349,0.675956182,0.565860694,0.507483025,0.584151174,0.66836712,0.561460058,0.511693643,0.491937466,0.43774735,0.439816329,0.406330721,0.449528595,0.470715882,0.501209066,0.492319094,0.527785636
United States,UAE,,,TII,0.690730053,0.690421361,0.599461152,0.696023741,0.828759509,0.734129807,0.617679862,0.736780396,0.449971132,0.484081607,0.64713446,0.555032181,0.551887673,0.830199677,1.078703752,0.854458064,0.926899175,0.858634053,0.748719199,0.859540153,1.082688582,0.976546121,0.910031721,0.954900518,0.975783861,0.9246145,0.969889481,1.000685724,0.951352552,0.856612726,0.878972633
United States,Viet Nam,,,TII,0.013077224,0.010445143,0.221062879,0.248586821,0.482852812,0.188211224,0.198036607,0.21048795,0.220203641,0.265931651,0.312149967,0.607744704,0.421003988,0.412702499,0.307248647,0.820829027,0.466646658,0.531272411,0.493714904,0.474177716,0.451877453,0.40593504,0.392717383,0.422722921,0.579798481,0.406370114,0.45229648,0.478307322,0.459941488,0.424885354,0.374852785